N_tilde,N_tilde_err,t_tilde,t_tilde_err,R_L_calc,R_L_obs,R_T_calc,R_T_obs,y_calc (*1e-6),y (*1e-6)
1.924091142886295,[-0.31534413  0.30566822],9.704966529162215,[-0.99354469  0.18820869],15.13239538431923 Mpc,13.773015164468726 Mpc,12.804071608283158 Mpc,12.711214452754186 Mpc,2.3610027635957285,2.1489080902586686
