N_tilde,t_Q,root
17.254545454545454,24.31818181818182,13.012123923297926
17.254545454545454,25.327272727272728,13.798028882026825
17.254545454545454,26.336363636363636,14.590494772132153
17.254545454545454,27.345454545454544,15.389083296101811
17.254545454545454,28.354545454545455,16.193399856148687
17.254545454545454,29.363636363636363,17.0030879069275
17.254545454545454,30.37272727272727,17.817824188910468
17.254545454545454,31.381818181818183,18.63731468372682
17.254545454545454,32.39090909090909,19.461291164865276
17.254545454545454,33.4,20.289508242100815
17.254545454545454,34.40909090909091,21.121740817550986
17.254545454545454,35.418181818181814,21.95778188666609
17.254545454545454,36.42727272727273,22.797440629666657
17.254545454545454,37.43636363636364,23.640540748677964
17.254545454545454,38.445454545454545,24.486919013621105
17.254545454545454,39.45454545454545,25.336423986217913
17.254545454545454,40.46363636363636,26.188914896573397
17.254545454545454,41.47272727272727,27.0442606509595
17.254545454545454,42.481818181818184,27.902338952830448
17.254545454545454,43.49090909090909,28.763035521901852
17.254545454545454,44.5,29.626243398440806
17.254545454545454,45.50909090909091,30.49186232183511
17.254545454545454,46.518181818181816,31.359798174110225
17.254545454545454,47.527272727272724,32.22996248040134
17.254545454545454,48.53636363636364,33.10227195951191
17.254545454545454,49.54545454545455,33.97664811863727
17.254545454545454,50.554545454545455,34.85301688713292
17.254545454545454,51.56363636363636,35.73130828488716
17.254545454545454,52.57272727272727,36.611456121435324
17.254545454545454,53.58181818181818,37.49339772244777
17.254545454545454,54.590909090909086,38.37707368064819
17.254545454545454,55.6,39.2624276285743
17.254545454545454,56.60909090909091,40.149406030928
