N_tilde,N_tilde_err,t_tilde,t_tilde_err,R_L_calc,R_L_obs,R_T_calc,R_T_obs,y_calc (*1e-6),y (*1e-6)
9.484697348677637,[-6.24308128  2.10478862],5.410299494526463,[-0.63398483  1.98154499],21.195778907088286 Mpc,15.155563942265037 Mpc,12.302914495976617 Mpc,12.415604814318042 Mpc,3.6076696004765036,2.5795828288387455
