N_tilde,N_tilde_err,t_tilde,t_tilde_err,R_L_calc,R_L_obs,R_T_calc,R_T_obs,y_calc (*1e-6),y (*1e-6)
1.1232466152420268,[-0.02986116  0.03898148],9.523493544566644,[-0.01981499  0.04734882],12.567770925433114 Mpc,11.366672956698778 Mpc,11.078896681397262 Mpc,12.415604814318042 Mpc,2.852163179105112,2.5795828288387455
